DATATYPE,PRODUCT,ITEM1,ITEM2,ENERGY_PRODUCT,MAIN_FLOW,FLOW_BREAKDOWN,PLANT_TYPE,STOCKS,VIS_A_VIS_AREA,MEASURE_VALUE_TYPE,UNIT_MEASURE
EXPORTS,JETKERO,CONGOREP,,O4661,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,BIOJETKERO,CONGOREP,,R5232,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,NONBIOJETK,CONGOREP,,O4667,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,OTHKERO,CONGOREP,,O4669,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,DIESEL,CONGOREP,,O4678,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,HEATOIL,CONGOREP,,O4679,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,GASDIES,CONGOREP,,O4671,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,BIODIESEL,CONGOREP,,R5222,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,NONBIODIES,CONGOREP,,O4677,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,RESFUEL,CONGOREP,,O4680,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,LOWSULF,CONGOREP,,O4681,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,HIGHSULF,CONGOREP,,O4682,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,PETCOKE,CONGOREP,,O4694,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,OPRODS,CONGOREP,,O4690XO4694,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,TOTPRODS,CONGOREP,,O4600,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,TOTALOIL,CONGOREP,,O4000,EXPORTS,_Z,_Z,_Z,CD,WEIGHT,KT
EXPORTS,CRUDEOIL,DENMARK,,O4100,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,NGL,DENMARK,,O4200,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,REFFEEDS,DENMARK,,O4300,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,ADDITIVE,DENMARK,,O4400,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,NONCRUDE,DENMARK,,O4500,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,CRNGFEED,DENMARK,,O4A00,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,ETHANE,DENMARK,,O4620,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,LPG,DENMARK,,O4630,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,NAPHTHA,DENMARK,,O4640,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,MOTORGAS,DENMARK,,O4652,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,BIOGASOL,DENMARK,,R5212,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,NONBIOGASO,DENMARK,,O4657,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,AVGAS,DENMARK,,O4651,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,JETGAS,DENMARK,,O4653,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,JETKERO,DENMARK,,O4661,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,BIOJETKERO,DENMARK,,R5232,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,NONBIOJETK,DENMARK,,O4667,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,OTHKERO,DENMARK,,O4669,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,DIESEL,DENMARK,,O4678,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,HEATOIL,DENMARK,,O4679,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,GASDIES,DENMARK,,O4671,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,BIODIESEL,DENMARK,,R5222,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,NONBIODIES,DENMARK,,O4677,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,RESFUEL,DENMARK,,O4680,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,LOWSULF,DENMARK,,O4681,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,HIGHSULF,DENMARK,,O4682,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,PETCOKE,DENMARK,,O4694,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,OPRODS,DENMARK,,O4690XO4694,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,TOTPRODS,DENMARK,,O4600,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,TOTALOIL,DENMARK,,O4000,EXPORTS,_Z,_Z,_Z,DK,WEIGHT,KT
EXPORTS,CRUDEOIL,DJIBOUTI,,O4100,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,NGL,DJIBOUTI,,O4200,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,REFFEEDS,DJIBOUTI,,O4300,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,ADDITIVE,DJIBOUTI,,O4400,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,NONCRUDE,DJIBOUTI,,O4500,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,CRNGFEED,DJIBOUTI,,O4A00,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,ETHANE,DJIBOUTI,,O4620,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,LPG,DJIBOUTI,,O4630,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,NAPHTHA,DJIBOUTI,,O4640,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,MOTORGAS,DJIBOUTI,,O4652,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,BIOGASOL,DJIBOUTI,,R5212,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,NONBIOGASO,DJIBOUTI,,O4657,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,AVGAS,DJIBOUTI,,O4651,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,JETGAS,DJIBOUTI,,O4653,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,JETKERO,DJIBOUTI,,O4661,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,BIOJETKERO,DJIBOUTI,,R5232,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,NONBIOJETK,DJIBOUTI,,O4667,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,OTHKERO,DJIBOUTI,,O4669,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,DIESEL,DJIBOUTI,,O4678,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,HEATOIL,DJIBOUTI,,O4679,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,GASDIES,DJIBOUTI,,O4671,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,BIODIESEL,DJIBOUTI,,R5222,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,NONBIODIES,DJIBOUTI,,O4677,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,RESFUEL,DJIBOUTI,,O4680,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,LOWSULF,DJIBOUTI,,O4681,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,HIGHSULF,DJIBOUTI,,O4682,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,PETCOKE,DJIBOUTI,,O4694,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,OPRODS,DJIBOUTI,,O4690XO4694,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,TOTPRODS,DJIBOUTI,,O4600,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,TOTALOIL,DJIBOUTI,,O4000,EXPORTS,_Z,_Z,_Z,DJ,WEIGHT,KT
EXPORTS,CRUDEOIL,DOMINICANR,,O4100,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,NGL,DOMINICANR,,O4200,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,REFFEEDS,DOMINICANR,,O4300,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,ADDITIVE,DOMINICANR,,O4400,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,NONCRUDE,DOMINICANR,,O4500,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,CRNGFEED,DOMINICANR,,O4A00,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,ETHANE,DOMINICANR,,O4620,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,LPG,DOMINICANR,,O4630,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,NAPHTHA,DOMINICANR,,O4640,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,MOTORGAS,DOMINICANR,,O4652,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,BIOGASOL,DOMINICANR,,R5212,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,NONBIOGASO,DOMINICANR,,O4657,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,AVGAS,DOMINICANR,,O4651,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,JETGAS,DOMINICANR,,O4653,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,JETKERO,DOMINICANR,,O4661,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,BIOJETKERO,DOMINICANR,,R5232,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,NONBIOJETK,DOMINICANR,,O4667,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,OTHKERO,DOMINICANR,,O4669,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,DIESEL,DOMINICANR,,O4678,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,HEATOIL,DOMINICANR,,O4679,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,GASDIES,DOMINICANR,,O4671,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,BIODIESEL,DOMINICANR,,R5222,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,NONBIODIES,DOMINICANR,,O4677,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,RESFUEL,DOMINICANR,,O4680,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,LOWSULF,DOMINICANR,,O4681,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,HIGHSULF,DOMINICANR,,O4682,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,PETCOKE,DOMINICANR,,O4694,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,OPRODS,DOMINICANR,,O4690XO4694,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,TOTPRODS,DOMINICANR,,O4600,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,TOTALOIL,DOMINICANR,,O4000,EXPORTS,_Z,_Z,_Z,DO,WEIGHT,KT
EXPORTS,CRUDEOIL,ECUADOR,,O4100,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,NGL,ECUADOR,,O4200,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,REFFEEDS,ECUADOR,,O4300,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,ADDITIVE,ECUADOR,,O4400,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,NONCRUDE,ECUADOR,,O4500,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,CRNGFEED,ECUADOR,,O4A00,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,ETHANE,ECUADOR,,O4620,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,LPG,ECUADOR,,O4630,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,NAPHTHA,ECUADOR,,O4640,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,MOTORGAS,ECUADOR,,O4652,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,BIOGASOL,ECUADOR,,R5212,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,NONBIOGASO,ECUADOR,,O4657,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,AVGAS,ECUADOR,,O4651,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,JETGAS,ECUADOR,,O4653,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,JETKERO,ECUADOR,,O4661,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,BIOJETKERO,ECUADOR,,R5232,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,NONBIOJETK,ECUADOR,,O4667,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,OTHKERO,ECUADOR,,O4669,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,DIESEL,ECUADOR,,O4678,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,HEATOIL,ECUADOR,,O4679,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,GASDIES,ECUADOR,,O4671,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,BIODIESEL,ECUADOR,,R5222,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,NONBIODIES,ECUADOR,,O4677,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,RESFUEL,ECUADOR,,O4680,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,LOWSULF,ECUADOR,,O4681,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,HIGHSULF,ECUADOR,,O4682,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,PETCOKE,ECUADOR,,O4694,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,OPRODS,ECUADOR,,O4690XO4694,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,TOTPRODS,ECUADOR,,O4600,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,TOTALOIL,ECUADOR,,O4000,EXPORTS,_Z,_Z,_Z,EC,WEIGHT,KT
EXPORTS,CRUDEOIL,EGYPT,,O4100,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,NGL,EGYPT,,O4200,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,REFFEEDS,EGYPT,,O4300,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,ADDITIVE,EGYPT,,O4400,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,NONCRUDE,EGYPT,,O4500,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,CRNGFEED,EGYPT,,O4A00,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,ETHANE,EGYPT,,O4620,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,LPG,EGYPT,,O4630,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,NAPHTHA,EGYPT,,O4640,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,MOTORGAS,EGYPT,,O4652,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,BIOGASOL,EGYPT,,R5212,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,NONBIOGASO,EGYPT,,O4657,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,AVGAS,EGYPT,,O4651,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,JETGAS,EGYPT,,O4653,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,JETKERO,EGYPT,,O4661,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,BIOJETKERO,EGYPT,,R5232,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,NONBIOJETK,EGYPT,,O4667,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,OTHKERO,EGYPT,,O4669,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,DIESEL,EGYPT,,O4678,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,HEATOIL,EGYPT,,O4679,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,GASDIES,EGYPT,,O4671,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,BIODIESEL,EGYPT,,R5222,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,NONBIODIES,EGYPT,,O4677,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,RESFUEL,EGYPT,,O4680,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,LOWSULF,EGYPT,,O4681,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,HIGHSULF,EGYPT,,O4682,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,PETCOKE,EGYPT,,O4694,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,OPRODS,EGYPT,,O4690XO4694,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,TOTPRODS,EGYPT,,O4600,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,TOTALOIL,EGYPT,,O4000,EXPORTS,_Z,_Z,_Z,EG,WEIGHT,KT
EXPORTS,CRUDEOIL,EQGUINEA,,O4100,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,NGL,EQGUINEA,,O4200,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,REFFEEDS,EQGUINEA,,O4300,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,ADDITIVE,EQGUINEA,,O4400,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,NONCRUDE,EQGUINEA,,O4500,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,CRNGFEED,EQGUINEA,,O4A00,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,ETHANE,EQGUINEA,,O4620,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,LPG,EQGUINEA,,O4630,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,NAPHTHA,EQGUINEA,,O4640,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,MOTORGAS,EQGUINEA,,O4652,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,BIOGASOL,EQGUINEA,,R5212,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,NONBIOGASO,EQGUINEA,,O4657,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,AVGAS,EQGUINEA,,O4651,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,JETGAS,EQGUINEA,,O4653,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,JETKERO,EQGUINEA,,O4661,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,BIOJETKERO,EQGUINEA,,R5232,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,NONBIOJETK,EQGUINEA,,O4667,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,OTHKERO,EQGUINEA,,O4669,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,DIESEL,EQGUINEA,,O4678,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,HEATOIL,EQGUINEA,,O4679,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,GASDIES,EQGUINEA,,O4671,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,BIODIESEL,EQGUINEA,,R5222,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,NONBIODIES,EQGUINEA,,O4677,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,RESFUEL,EQGUINEA,,O4680,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,LOWSULF,EQGUINEA,,O4681,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,HIGHSULF,EQGUINEA,,O4682,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,PETCOKE,EQGUINEA,,O4694,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,OPRODS,EQGUINEA,,O4690XO4694,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,TOTPRODS,EQGUINEA,,O4600,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,TOTALOIL,EQGUINEA,,O4000,EXPORTS,_Z,_Z,_Z,GQ,WEIGHT,KT
EXPORTS,CRUDEOIL,ERITREA,,O4100,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,NGL,ERITREA,,O4200,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,REFFEEDS,ERITREA,,O4300,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,ADDITIVE,ERITREA,,O4400,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,NONCRUDE,ERITREA,,O4500,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,CRNGFEED,ERITREA,,O4A00,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,ETHANE,ERITREA,,O4620,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,LPG,ERITREA,,O4630,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,NAPHTHA,ERITREA,,O4640,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,MOTORGAS,ERITREA,,O4652,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,BIOGASOL,ERITREA,,R5212,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,NONBIOGASO,ERITREA,,O4657,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,AVGAS,ERITREA,,O4651,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,JETGAS,ERITREA,,O4653,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,JETKERO,ERITREA,,O4661,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,BIOJETKERO,ERITREA,,R5232,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,NONBIOJETK,ERITREA,,O4667,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,OTHKERO,ERITREA,,O4669,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,DIESEL,ERITREA,,O4678,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,HEATOIL,ERITREA,,O4679,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,GASDIES,ERITREA,,O4671,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,BIODIESEL,ERITREA,,R5222,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,NONBIODIES,ERITREA,,O4677,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,RESFUEL,ERITREA,,O4680,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,LOWSULF,ERITREA,,O4681,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,HIGHSULF,ERITREA,,O4682,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,PETCOKE,ERITREA,,O4694,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,OPRODS,ERITREA,,O4690XO4694,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,TOTPRODS,ERITREA,,O4600,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,TOTALOIL,ERITREA,,O4000,EXPORTS,_Z,_Z,_Z,ER,WEIGHT,KT
EXPORTS,CRUDEOIL,ESTONIA,,O4100,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
EXPORTS,NGL,ESTONIA,,O4200,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
EXPORTS,REFFEEDS,ESTONIA,,O4300,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
EXPORTS,ADDITIVE,ESTONIA,,O4400,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
EXPORTS,NONCRUDE,ESTONIA,,O4500,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
EXPORTS,CRNGFEED,ESTONIA,,O4A00,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
EXPORTS,ETHANE,ESTONIA,,O4620,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
EXPORTS,LPG,ESTONIA,,O4630,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
EXPORTS,NAPHTHA,ESTONIA,,O4640,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
EXPORTS,MOTORGAS,ESTONIA,,O4652,EXPORTS,_Z,_Z,_Z,EE,WEIGHT,KT
