DATATYPE,PRODUCT,ITEM1,ITEM2,ENERGY_PRODUCT,MAIN_FLOW,FLOW_BREAKDOWN,PLANT_TYPE,STOCKS,VIS_A_VIS_AREA,MEASURE_VALUE_TYPE,UNIT_MEASURE
BALANCE,CRUDEOIL,INDPROD,,O4100,PRODUCT,INDPROD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,OSOURCES,,O4100,PRODUCT,OSOURCES,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,PTRANSF,,O4100,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,TOTIMPSB,,O4100,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,TOTEXPSB,,O4100,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,DIRECUSE,,O4100,TRANSFER,DIRECUSE,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,STCHANAT,,O4100,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,REFINCAL,,O4100,SUPPLY,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,STATDIFF,,O4100,STATDIFF,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,REFINOBS,,O4100,DEMAND,REFINOBS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,REFLOSS,,O4100,LOSSES,REFLOSS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,INDPROD,,O4200,PRODUCT,INDPROD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,OSOURCES,,O4200,PRODUCT,OSOURCES,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,TOTIMPSB,,O4200,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,TOTEXPSB,,O4200,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,DIRECUSE,,O4200,TRANSFER,DIRECUSE,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,STCHANAT,,O4200,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,NGL,REFINCAL,,O4200,SUPPLY,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,STATDIFF,,O4200,STATDIFF,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,REFINOBS,,O4200,DEMAND,REFINOBS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,REFLOSS,,O4200,LOSSES,REFLOSS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,INDPROD,,O4300,PRODUCT,INDPROD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,OSOURCES,,O4300,PRODUCT,OSOURCES,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,BACKFLOW,,O4300,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,PTRANSF,,O4300,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,TOTIMPSB,,O4300,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,TOTEXPSB,,O4300,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,DIRECUSE,,O4300,TRANSFER,DIRECUSE,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,STCHANAT,,O4300,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,REFFEEDS,REFINCAL,,O4300,SUPPLY,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,STATDIFF,,O4300,STATDIFF,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,REFINOBS,,O4300,DEMAND,REFINOBS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFFEEDS,REFLOSS,,O4300,LOSSES,REFLOSS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,INDPROD,,O4400,PRODUCT,INDPROD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,OSOURCES,,O4400,PRODUCT,OSOURCES,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,BACKFLOW,,O4400,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,PTRANSF,,O4400,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,TOTIMPSB,,O4400,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,TOTEXPSB,,O4400,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,DIRECUSE,,O4400,TRANSFER,DIRECUSE,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,STCHANAT,,O4400,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,ADDITIVE,REFINCAL,,O4400,SUPPLY,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,STATDIFF,,O4400,STATDIFF,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,REFINOBS,,O4400,DEMAND,REFINOBS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ADDITIVE,REFLOSS,,O4400,LOSSES,REFLOSS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,INDPROD,,O4410,PRODUCT,INDPROD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,OSOURCES,,O4410,PRODUCT,OSOURCES,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,BACKFLOW,,O4410,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,PTRANSF,,O4410,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,TOTIMPSB,,O4410,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,TOTEXPSB,,O4410,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,DIRECUSE,,O4410,TRANSFER,DIRECUSE,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,STCHANAT,,O4410,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,BIOFUELS,REFINCAL,,O4410,SUPPLY,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,STATDIFF,,O4410,STATDIFF,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,REFINOBS,,O4410,DEMAND,REFINOBS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOFUELS,REFLOSS,,O4410,LOSSES,REFLOSS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,INDPROD,,O4500,PRODUCT,INDPROD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,OSOURCES,,O4500,PRODUCT,OSOURCES,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,BACKFLOW,,O4500,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,PTRANSF,,O4500,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,TOTIMPSB,,O4500,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,TOTEXPSB,,O4500,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,DIRECUSE,,O4500,TRANSFER,DIRECUSE,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,STCHANAT,,O4500,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,NONCRUDE,REFINCAL,,O4500,SUPPLY,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,STATDIFF,,O4500,STATDIFF,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,REFINOBS,,O4500,DEMAND,REFINOBS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NONCRUDE,REFLOSS,,O4500,LOSSES,REFLOSS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,INDPROD,,O4A00,PRODUCT,INDPROD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,OSOURCES,,O4A00,PRODUCT,OSOURCES,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,BACKFLOW,,O4A00,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,PTRANSF,,O4A00,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,TOTIMPSB,,O4A00,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,TOTEXPSB,,O4A00,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,DIRECUSE,,O4A00,TRANSFER,DIRECUSE,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,STCHANAT,,O4A00,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,CRNGFEED,REFINCAL,,O4A00,SUPPLY,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,STATDIFF,,O4A00,STATDIFF,REFINCAL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,REFINOBS,,O4A00,DEMAND,REFINOBS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRNGFEED,REFLOSS,,O4A00,LOSSES,REFLOSS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,PPRECPTS,,O4100,SUPPLY,PPRECPTS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,REFGROUT,,O4100,PRODUCT,REFGROUT,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,RECYCLED,,O4100,SUPPLY,RECYCLED,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,REFFUEL,,O4100,ENERGUSE,REFFUEL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,BUNKERS,,O4100,MARBUNK,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,IPTRANSF,,O4100,TRANSFER,IPTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,GDINCTRC,,O4100,SUPPLY,INLDEMC,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,Formula_One,,O4100,STATDIFF,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,GDINCTRO,,O4100,DEMAND,INLDEMO,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,INTLCIAV,,O4100,ENERGUSE,INTLAIR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,PUBELEC,,O4100,TRANSFOR,_Z,MAINTOT,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,AUDILPG,,O4100,ENERGUSE,ROAD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,ERAILMAR,,O4100,ENERGUSE,RAILMAR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,GDPETCH,,O4100,CONSUMPT,PETCHEM,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,BACKFLOW,,O4100,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,CRUDEOIL,NETDELIC,,O4100,NETDELIV,_T,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,PPRECPTS,,O4200,SUPPLY,PPRECPTS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,REFGROUT,,O4200,PRODUCT,REFGROUT,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,RECYCLED,,O4200,SUPPLY,RECYCLED,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,REFFUEL,,O4200,ENERGUSE,REFFUEL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,BUNKERS,,O4200,MARBUNK,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,IPTRANSF,,O4200,TRANSFER,IPTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,PTRANSF,,O4200,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,GDINCTRC,,O4200,SUPPLY,INLDEMC,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,Formula_One,,O4200,STATDIFF,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,GDINCTRO,,O4200,DEMAND,INLDEMO,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,INTLCIAV,,O4200,ENERGUSE,INTLAIR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,PUBELEC,,O4200,TRANSFOR,_Z,MAINTOT,_Z,_Z,WEIGHT,KT
BALANCE,NGL,AUDILPG,,O4200,ENERGUSE,ROAD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,ERAILMAR,,O4200,ENERGUSE,RAILMAR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,GDPETCH,,O4200,CONSUMPT,PETCHEM,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,BACKFLOW,,O4200,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NGL,NETDELIC,,O4200,NETDELIV,_T,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,PPRECPTS,,O4610,SUPPLY,PPRECPTS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,REFGROUT,,O4610,PRODUCT,REFGROUT,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,RECYCLED,,O4610,SUPPLY,RECYCLED,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,REFFUEL,,O4610,ENERGUSE,REFFUEL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,BUNKERS,,O4610,MARBUNK,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,IPTRANSF,,O4610,TRANSFER,IPTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,PTRANSF,,O4610,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,GDINCTRC,,O4610,SUPPLY,INLDEMC,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,STATDIFF,,O4610,STATDIFF,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,GDINCTRO,,O4610,DEMAND,INLDEMO,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,INTLCIAV,,O4610,ENERGUSE,INTLAIR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,PUBELEC,,O4610,TRANSFOR,_Z,MAINTOT,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,AUDILPG,,O4610,ENERGUSE,ROAD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,ERAILMAR,,O4610,ENERGUSE,RAILMAR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,GDPETCH,,O4610,CONSUMPT,PETCHEM,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,BACKFLOW,,O4610,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,REFINGAS,NETDELIC,,O4610,NETDELIV,_T,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,PPRECPTS,,O4620,SUPPLY,PPRECPTS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,REFGROUT,,O4620,PRODUCT,REFGROUT,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,RECYCLED,,O4620,SUPPLY,RECYCLED,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,REFFUEL,,O4620,ENERGUSE,REFFUEL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,TOTIMPSB,,O4620,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,TOTEXPSB,,O4620,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,BUNKERS,,O4620,MARBUNK,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,IPTRANSF,,O4620,TRANSFER,IPTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,PTRANSF,,O4620,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,STCHANAT,,O4620,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,ETHANE,GDINCTRC,,O4620,SUPPLY,INLDEMC,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,STATDIFF,,O4620,STATDIFF,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,GDINCTRO,,O4620,DEMAND,INLDEMO,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,INTLCIAV,,O4620,ENERGUSE,INTLAIR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,PUBELEC,,O4620,TRANSFOR,_Z,MAINTOT,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,AUDILPG,,O4620,ENERGUSE,ROAD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,ERAILMAR,,O4620,ENERGUSE,RAILMAR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,GDPETCH,,O4620,CONSUMPT,PETCHEM,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,BACKFLOW,,O4620,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,ETHANE,NETDELIC,,O4620,NETDELIV,_T,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,PPRECPTS,,O4630,SUPPLY,PPRECPTS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,REFGROUT,,O4630,PRODUCT,REFGROUT,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,RECYCLED,,O4630,SUPPLY,RECYCLED,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,REFFUEL,,O4630,ENERGUSE,REFFUEL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,TOTIMPSB,,O4630,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,TOTEXPSB,,O4630,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,BUNKERS,,O4630,MARBUNK,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,IPTRANSF,,O4630,TRANSFER,IPTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,PTRANSF,,O4630,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,STCHANAT,,O4630,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,LPG,GDINCTRC,,O4630,SUPPLY,INLDEMC,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,STATDIFF,,O4630,STATDIFF,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,GDINCTRO,,O4630,DEMAND,INLDEMO,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,INTLCIAV,,O4630,ENERGUSE,INTLAIR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,PUBELEC,,O4630,TRANSFOR,_Z,MAINTOT,_Z,_Z,WEIGHT,KT
BALANCE,LPG,AUDILPG,,O4630,ENERGUSE,ROAD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,ERAILMAR,,O4630,ENERGUSE,RAILMAR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,GDPETCH,,O4630,CONSUMPT,PETCHEM,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,BACKFLOW,,O4630,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,LPG,NETDELIC,,O4630,NETDELIV,_T,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,PPRECPTS,,O4640,SUPPLY,PPRECPTS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,REFGROUT,,O4640,PRODUCT,REFGROUT,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,RECYCLED,,O4640,SUPPLY,RECYCLED,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,REFFUEL,,O4640,ENERGUSE,REFFUEL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,TOTIMPSB,,O4640,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,TOTEXPSB,,O4640,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,BUNKERS,,O4640,MARBUNK,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,IPTRANSF,,O4640,TRANSFER,IPTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,PTRANSF,,O4640,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,STCHANAT,,O4640,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,NAPHTHA,GDINCTRC,,O4640,SUPPLY,INLDEMC,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,STATDIFF,,O4640,STATDIFF,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,GDINCTRO,,O4640,DEMAND,INLDEMO,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,INTLCIAV,,O4640,ENERGUSE,INTLAIR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,PUBELEC,,O4640,TRANSFOR,_Z,MAINTOT,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,AUDILPG,,O4640,ENERGUSE,ROAD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,ERAILMAR,,O4640,ENERGUSE,RAILMAR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,GDPETCH,,O4640,CONSUMPT,PETCHEM,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,BACKFLOW,,O4640,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,NAPHTHA,NETDELIC,,O4640,NETDELIV,_T,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,PPRECPTS,,O4652,SUPPLY,PPRECPTS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,REFGROUT,,O4652,PRODUCT,REFGROUT,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,RECYCLED,,O4652,SUPPLY,RECYCLED,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,REFFUEL,,O4652,ENERGUSE,REFFUEL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,TOTIMPSB,,O4652,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,TOTEXPSB,,O4652,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,BUNKERS,,O4652,MARBUNK,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,IPTRANSF,,O4652,TRANSFER,IPTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,PTRANSF,,O4652,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,STCHANAT,,O4652,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,MOTORGAS,GDINCTRC,,O4652,SUPPLY,INLDEMC,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,STATDIFF,,O4652,STATDIFF,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,GDINCTRO,,O4652,DEMAND,INLDEMO,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,INTLCIAV,,O4652,ENERGUSE,INTLAIR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,PUBELEC,,O4652,TRANSFOR,_Z,MAINTOT,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,AUDILPG,,O4652,ENERGUSE,ROAD,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,ERAILMAR,,O4652,ENERGUSE,RAILMAR,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,GDPETCH,,O4652,CONSUMPT,PETCHEM,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,BACKFLOW,,O4652,SUPPLY,BACKFLOW,_Z,_Z,_Z,WEIGHT,KT
BALANCE,MOTORGAS,NETDELIC,,O4652,NETDELIV,_T,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,PPRECPTS,,R5212,SUPPLY,PPRECPTS,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,REFGROUT,,R5212,PRODUCT,REFGROUT,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,RECYCLED,,R5212,SUPPLY,RECYCLED,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,REFFUEL,,R5212,ENERGUSE,REFFUEL,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,TOTIMPSB,,R5212,IMPORTS,TOTIMPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,TOTEXPSB,,R5212,EXPORTS,TOTEXPSB,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,BUNKERS,,R5212,MARBUNK,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,IPTRANSF,,R5212,TRANSFER,IPTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,PTRANSF,,R5212,TRANSFER,PTRANSF,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,STCHANAT,,R5212,STOCKS,STOCKCH,_Z,NATTER,_Z,WEIGHT,KT
BALANCE,BIOGASOL,GDINCTRC,,R5212,SUPPLY,INLDEMC,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,STATDIFF,,R5212,STATDIFF,_Z,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,GDINCTRO,,R5212,DEMAND,INLDEMO,_Z,_Z,_Z,WEIGHT,KT
BALANCE,BIOGASOL,INTLCIAV,,R5212,ENERGUSE,INTLAIR,_Z,_Z,_Z,WEIGHT,KT
